ID;S1;C1;S2;C2;S3;C3;S4;C4;S5;C5;Label
7545;3;5;4;4;1;9;4;10;1;4;1
7546;1;10;1;7;2;4;4;3;4;1;0
7547;2;8;3;3;3;2;2;7;3;9;0
7548;3;11;2;10;4;9;3;9;3;8;1
7549;2;6;1;4;1;5;1;10;4;3;0
7550;1;11;4;9;3;10;4;5;3;13;0
7551;3;12;3;13;2;12;3;3;2;13;2
7552;1;10;4;11;4;13;3;7;2;6;0
7553;3;4;4;13;2;13;2;7;2;9;1
7554;1;5;1;10;2;5;3;2;1;12;1
7555;2;8;1;7;4;13;3;6;2;11;0
7556;2;11;2;13;4;4;2;3;2;2;0
7557;3;6;2;12;1;9;1;12;4;4;1
7558;2;11;2;7;1;7;4;9;4;1;1
7559;2;9;1;3;2;2;1;5;1;4;0
7560;1;2;4;3;4;8;3;2;3;3;2
7561;4;11;2;3;3;6;4;7;1;2;0
7562;3;13;2;5;1;10;3;12;1;6;0
7563;4;4;2;3;1;6;1;9;2;1;0
7564;4;1;2;5;1;12;3;13;1;9;0
7565;1;9;2;1;3;4;2;5;2;3;0
7566;2;1;3;5;1;4;4;12;1;10;0
7567;1;4;4;5;4;7;1;13;3;10;0
7568;1;8;1;12;3;9;3;1;2;11;0
7569;3;7;1;1;4;6;3;9;3;12;0
7570;1;2;2;4;2;7;3;2;1;5;1
7571;2;3;2;4;4;8;1;3;2;11;1
7572;2;3;2;9;1;8;2;7;4;6;0
7573;2;2;1;7;2;5;3;12;4;9;0
7574;2;5;4;4;3;12;1;12;2;9;1
7575;4;10;2;8;4;2;4;6;3;5;0
7576;1;2;4;1;2;3;1;7;1;6;0
7577;1;7;3;4;3;8;1;10;2;6;0
7578;3;11;3;9;2;1;1;5;4;6;0
7579;3;2;2;3;1;5;4;9;1;6;0
7580;4;5;1;10;2;8;4;6;1;8;1
7581;4;6;1;1;4;11;2;10;2;8;0
7582;2;10;1;5;3;10;3;7;1;2;1
7583;3;7;2;2;3;10;3;9;4;13;0
7584;1;8;4;2;3;8;2;2;3;9;2
7585;2;1;4;2;4;11;1;4;4;3;0
7586;3;2;3;6;1;5;2;9;3;5;1
7587;3;1;3;6;4;8;2;3;1;5;0
7588;1;3;1;10;4;7;1;4;3;4;1
7589;3;13;1;12;1;8;2;5;1;5;1
7590;4;2;3;1;1;9;2;13;1;12;0
7591;2;8;1;5;2;7;4;4;2;2;0
7592;2;8;4;6;4;11;1;11;3;1;1
7593;4;5;2;13;2;2;4;4;1;6;0
7594;1;9;2;2;4;9;2;4;3;13;1
7595;1;4;2;2;3;4;4;2;1;12;2
7596;4;4;4;7;3;9;1;3;4;9;1
7597;4;7;3;9;3;3;2;2;2;8;0
7598;1;11;4;12;1;13;3;12;1;2;1
7599;3;7;1;11;1;9;1;7;2;11;2
7600;2;5;2;8;1;11;3;5;4;8;2
7601;3;4;1;3;2;10;1;4;3;3;2
7602;2;13;3;9;3;1;1;1;3;6;1
7603;1;13;3;9;1;12;1;10;3;4;0
7604;1;11;4;8;3;9;2;1;1;7;0
7605;4;9;3;1;4;4;3;3;3;10;0
7606;4;9;4;13;1;12;3;5;1;6;0
7607;2;11;4;9;1;13;1;6;2;3;0
7608;4;5;1;12;1;6;3;6;2;4;1
7609;1;4;1;7;3;4;2;6;4;12;1
7610;4;3;2;10;4;6;4;9;1;13;0
7611;1;6;2;8;4;9;1;4;1;3;0
7612;1;1;2;1;3;7;4;3;2;4;1
7613;3;9;2;6;3;5;1;9;1;8;1
7614;4;2;3;1;1;10;1;7;1;12;0
7615;2;11;1;13;1;7;2;2;1;9;0
7616;3;5;3;1;2;11;3;3;2;12;0
7617;1;1;2;12;2;4;4;6;2;5;0
7618;2;2;4;7;1;10;1;8;2;13;0
7619;2;8;4;12;3;1;2;6;1;1;1
7620;4;11;3;9;1;11;4;3;2;4;1
7621;4;7;2;4;4;6;3;3;4;2;0
7622;2;9;1;5;3;9;2;6;1;6;2
7623;2;13;2;11;2;4;1;10;2;12;0
7624;1;4;3;12;3;6;1;5;4;9;0
7625;2;3;1;5;2;1;2;8;1;8;1
7626;3;1;4;10;3;11;3;8;4;13;0
7627;3;5;1;7;1;1;4;8;4;4;0
7628;3;7;1;12;2;11;1;5;2;13;0
7629;4;11;2;11;1;11;2;5;3;3;3
7630;3;13;4;7;2;2;3;11;2;10;0
7631;4;2;1;6;1;5;3;2;2;13;1
7632;1;11;3;2;4;12;4;9;1;3;0
7633;3;3;1;9;1;6;1;10;2;1;0
7634;1;13;3;4;4;10;1;3;3;5;0
7635;3;13;3;6;4;5;1;12;4;7;0
7636;4;2;4;1;4;4;3;9;2;4;1
7637;4;13;1;4;2;6;4;8;2;12;0
7638;1;10;1;5;4;8;3;11;4;7;0
7639;4;3;3;12;2;1;1;5;2;9;0
7640;3;4;1;8;3;7;3;5;1;11;0
7641;3;2;2;9;2;7;2;2;3;4;1
7642;1;2;4;11;3;7;4;2;2;13;1
7643;4;6;4;1;1;10;3;9;2;11;0
7644;3;2;4;9;4;8;3;12;2;11;0
7645;4;2;2;5;3;10;3;11;2;3;0
7646;3;8;1;13;2;1;3;1;1;9;1
7647;3;12;1;13;2;7;1;2;1;7;1
7648;2;10;3;9;2;4;1;9;4;10;2
7649;4;3;2;7;4;13;3;13;1;4;1
7650;2;7;1;5;2;11;2;9;4;12;0
7651;4;12;3;11;4;3;2;1;4;11;1
7652;1;3;3;10;4;13;2;1;3;9;0
7653;1;2;4;12;1;4;1;6;4;4;1
7654;4;7;4;6;3;2;4;3;3;1;0
7655;3;6;4;3;3;4;2;3;3;7;1
7656;1;7;2;6;1;11;2;10;1;9;0
7657;2;12;4;13;1;5;4;10;4;9;0
7658;3;3;2;3;4;12;4;8;4;2;1
7659;4;1;1;2;2;12;4;11;4;9;0
7660;4;4;3;11;4;2;2;2;4;7;1
7661;3;9;4;13;3;1;3;3;2;10;0
7662;3;10;4;12;2;5;4;4;1;1;0
7663;4;11;2;10;1;10;1;3;1;8;1
7664;1;13;2;6;4;10;3;9;4;6;1
7665;1;5;1;6;4;9;1;9;3;7;1
7666;4;13;1;1;4;2;2;7;1;4;0
7667;4;7;1;11;4;6;4;8;3;2;0
7668;3;10;2;1;1;11;1;5;3;7;0
7669;2;3;3;9;2;13;1;9;1;10;1
7670;3;6;1;1;1;13;1;12;1;5;0
7671;2;1;2;5;4;4;2;4;3;8;1
7672;2;10;2;3;4;7;1;12;3;1;0
7673;3;8;2;3;4;7;1;7;1;8;2
7674;2;7;3;4;4;4;2;5;1;1;1
7675;4;3;3;9;3;5;4;7;1;6;0
7676;2;8;3;2;3;3;2;2;2;3;2
7677;3;13;3;4;3;7;1;1;1;11;0
7678;2;3;3;8;1;4;2;9;2;1;0
7679;4;3;2;12;4;9;3;7;1;13;0
7680;4;2;1;10;2;11;3;10;3;12;1
7681;3;8;3;11;3;9;1;3;3;6;0
7682;2;2;1;10;2;5;4;8;1;5;1
7683;2;11;2;9;1;11;4;9;3;4;2
7684;4;3;4;9;2;4;2;9;4;6;1
7685;4;1;3;13;1;10;3;4;1;7;0
7686;3;3;4;9;4;12;4;3;1;4;1
7687;2;7;2;5;3;4;1;8;1;6;4
7688;4;3;2;1;2;9;2;3;1;13;1
7689;2;13;4;13;3;9;1;13;4;8;3
7690;2;12;1;7;3;12;1;10;1;2;1
7691;1;13;1;12;2;7;4;6;1;10;0
7692;3;11;3;13;4;8;2;5;1;11;1
7693;4;5;1;5;2;5;4;1;1;3;3
7694;4;4;2;1;3;11;2;11;3;12;1
7695;2;7;4;1;1;2;2;4;4;9;0
7696;1;6;1;9;3;5;3;11;4;10;0
7697;3;12;2;13;1;8;2;1;1;4;0
7698;4;9;4;5;4;10;3;9;4;13;1
7699;1;1;3;8;1;5;2;2;3;6;0
7700;2;2;3;7;2;8;1;4;1;13;0
7701;1;9;3;5;3;9;2;11;4;2;1
7702;3;2;4;10;4;12;2;1;2;7;0
7703;4;7;3;13;4;1;1;10;4;12;0
7704;3;12;4;10;2;2;3;1;2;13;0
7705;3;4;3;1;1;1;1;3;2;7;1
7706;1;11;2;9;2;1;2;4;1;5;0
7707;1;13;2;11;2;8;1;11;3;5;1
7708;1;12;2;12;3;6;2;4;2;11;1
7709;3;9;1;3;3;7;3;12;1;8;0
7710;4;13;2;4;1;2;4;10;1;10;1
7711;4;2;4;7;2;6;3;5;2;1;0
7712;4;5;3;7;2;13;2;4;1;13;1
7713;3;7;2;13;2;3;1;4;1;9;0
7714;4;3;4;6;4;13;2;9;3;12;0
7715;2;5;4;4;3;12;3;3;1;8;0
7716;2;9;1;7;1;11;3;7;2;1;1
7717;1;9;3;10;3;4;3;1;3;11;0
7718;3;13;3;2;1;10;4;4;3;7;0
7719;1;13;1;3;3;11;3;6;3;3;1
7720;3;1;3;2;2;8;3;6;4;9;0
7721;3;3;4;2;1;7;1;2;4;9;1
7722;4;5;4;9;3;7;3;5;2;10;1
7723;4;13;1;6;3;8;4;4;1;2;0
7724;1;12;3;8;4;6;2;2;4;4;0
7725;4;4;4;13;1;12;2;11;1;7;0
7726;4;1;1;1;4;4;3;4;1;3;2
7727;1;5;2;3;1;11;4;2;3;5;1
7728;3;8;3;11;3;13;3;7;2;8;1
7729;4;13;4;8;2;9;4;12;2;13;1
7730;3;3;3;9;4;4;4;6;1;13;0
7731;4;2;1;10;3;10;4;4;3;11;1
7732;3;2;1;5;4;5;3;3;3;11;1
7733;2;11;3;2;4;11;3;3;1;11;3
7734;1;13;2;6;4;11;3;5;4;12;0
7735;2;13;4;4;1;7;1;4;3;9;1
7736;4;9;4;6;3;10;1;9;2;4;1
7737;3;1;3;12;1;6;2;5;2;10;0
7738;2;3;2;8;2;13;1;12;4;12;1
7739;4;3;3;2;2;2;3;10;1;3;2
7740;2;2;1;6;1;8;4;8;4;4;1
7741;1;6;1;11;3;11;1;5;3;3;1
7742;4;3;1;11;3;6;4;10;1;1;0
7743;3;5;4;10;2;3;2;5;1;5;3
7744;1;2;1;5;3;4;1;12;3;9;0
7745;4;3;4;5;1;8;2;6;2;2;0
7746;1;12;3;4;2;3;4;5;4;3;1
7747;2;9;4;6;4;5;4;10;4;7;0
7748;3;9;1;6;2;11;2;7;2;8;0
7749;4;6;1;6;1;13;4;13;3;1;2
7750;3;9;2;5;3;6;3;13;3;3;0
7751;2;9;2;13;3;1;2;7;4;5;0
7752;4;3;3;8;3;12;4;10;2;10;1
7753;4;7;4;12;4;10;1;11;2;7;1
7754;3;8;4;11;1;8;2;10;4;1;1
7755;1;12;2;3;4;9;3;5;3;10;0
7756;4;13;4;4;3;7;2;2;1;9;0
7757;2;13;2;1;3;5;3;12;3;7;0
7758;1;7;4;1;1;13;3;8;3;12;0
7759;4;6;4;8;2;1;4;2;2;2;1
7760;4;4;2;5;3;11;1;4;2;1;1
7761;3;1;4;4;3;7;4;10;2;3;0
7762;4;7;4;2;3;4;3;6;3;9;0
7763;1;6;2;8;3;2;2;12;2;13;0
7764;1;7;4;12;4;4;3;12;3;6;1
7765;3;2;3;6;2;6;4;3;3;5;1
7766;4;6;4;13;1;9;2;9;2;7;1
7767;3;10;4;8;4;10;1;9;2;1;1
7768;3;10;2;9;2;5;3;13;3;4;0
7769;3;11;2;11;3;13;3;6;4;12;1
7770;4;5;1;10;3;9;4;9;3;13;1
7771;2;2;3;9;3;6;3;11;4;2;1
7772;3;2;4;10;1;6;2;9;2;12;0
7773;2;1;4;4;3;3;1;5;4;1;1
7774;4;1;2;13;2;12;3;2;2;2;1
7775;4;8;4;9;2;7;1;10;4;11;4
7776;4;8;1;5;1;3;1;9;3;2;0
7777;2;1;3;4;3;12;3;5;1;12;1
7778;1;12;3;6;3;10;4;9;4;8;0
7779;3;12;3;3;3;7;1;7;3;10;1
7780;1;5;3;10;4;11;3;3;4;12;0
7781;4;12;4;7;1;2;3;11;3;6;0
7782;2;11;1;13;4;6;1;4;3;8;0
7783;4;10;4;8;2;11;2;1;1;6;0
7784;2;8;4;3;2;4;3;11;4;10;0
7785;3;10;1;4;4;3;4;10;2;1;1
7786;2;2;2;5;1;11;4;5;3;1;1
7787;2;11;2;12;1;9;1;12;1;6;1
7788;2;3;4;4;1;11;4;12;4;6;0
7789;1;12;1;1;3;3;2;5;2;11;0
7790;2;6;2;7;3;12;3;9;1;2;0
7791;2;1;1;6;4;11;3;12;2;7;0
7792;3;13;4;10;1;8;1;6;4;12;0
7793;4;9;3;2;4;10;4;4;2;13;0
7794;1;13;2;9;1;3;4;9;4;6;1
7795;1;10;4;7;4;4;3;1;1;8;0
7796;2;4;3;7;3;11;1;8;4;4;1
7797;2;3;2;4;3;8;2;1;4;10;0
7798;2;13;4;7;4;3;2;12;3;3;1
7799;4;8;1;5;1;9;3;8;3;3;1
7800;4;2;2;12;4;8;2;11;3;4;0
7801;2;8;1;11;4;1;3;2;1;13;0
7802;2;10;2;3;3;10;1;2;3;2;2
7803;4;7;3;3;1;8;4;13;3;2;0
7804;3;3;2;6;2;7;3;8;3;5;0
7805;4;1;1;10;4;3;2;6;2;4;0
7806;4;3;3;7;2;12;3;2;4;13;0
7807;1;9;3;7;2;3;2;10;2;7;1
7808;1;8;4;3;4;8;3;12;2;3;2
7809;1;11;3;2;4;3;3;7;3;12;0
7810;4;5;4;12;2;1;3;2;3;13;0
7811;3;7;1;10;3;9;3;10;1;12;1
7812;4;1;3;9;2;6;2;3;4;8;0
7813;1;11;1;12;3;5;1;5;1;8;1
7814;1;7;2;9;3;9;4;9;4;11;3
7815;3;3;1;12;1;9;4;4;4;8;0
7816;1;10;3;4;3;1;1;8;4;10;1
7817;2;2;2;13;3;12;2;9;1;2;1
7818;3;1;4;9;2;11;1;4;1;10;0
7819;2;11;3;3;1;2;1;10;1;6;0
7820;1;2;1;3;2;6;1;8;3;10;0
7821;4;13;3;5;1;3;3;12;2;13;1
7822;4;5;4;10;1;9;1;11;3;5;1
7823;3;8;1;8;4;9;3;12;2;12;2
7824;3;12;4;7;1;7;4;4;3;13;1
7825;4;6;2;6;3;13;3;9;3;3;1
7826;2;10;2;11;3;10;3;4;2;9;1
7827;2;13;2;9;3;2;3;12;4;8;0
7828;1;7;2;8;3;3;3;2;1;8;1
7829;1;12;3;4;2;1;3;13;2;5;0
7830;1;7;2;6;1;9;1;8;4;7;1
7831;2;1;1;6;4;9;3;3;3;9;1
7832;1;10;2;11;2;8;3;4;2;5;0
7833;4;8;2;3;2;4;4;7;4;12;0
7834;1;4;4;12;4;13;2;8;1;9;0
7835;1;1;2;2;2;4;4;3;1;5;4
7836;3;5;4;10;3;10;2;9;2;12;1
7837;4;5;4;10;3;10;1;5;3;6;2
7838;3;13;2;9;3;5;2;1;2;7;0
7839;3;8;3;6;3;11;1;8;1;6;2
7840;3;7;4;7;2;4;2;11;4;13;1
7841;4;1;2;10;2;12;2;9;1;1;1
7842;3;4;3;1;4;7;3;8;4;8;1
7843;3;12;1;6;1;1;2;13;1;3;0
7844;3;1;4;13;2;5;1;2;1;7;0
7845;4;1;3;9;2;1;1;8;1;7;1
7846;3;6;2;1;4;7;4;1;1;6;2
7847;4;5;4;13;1;9;2;13;4;6;1
7848;1;10;1;6;1;5;2;2;4;5;1
7849;4;12;3;2;4;10;1;6;3;11;0
7850;3;4;2;5;2;2;2;12;1;9;0
7851;2;4;3;4;3;6;2;8;1;11;1
7852;4;3;1;1;3;11;4;7;2;12;0
7853;1;13;4;10;4;5;4;13;4;6;1
7854;4;6;4;7;3;7;2;1;2;11;1
7855;1;8;4;5;4;7;4;9;3;4;0
7856;1;10;1;4;1;9;1;2;3;2;1
7857;1;2;2;12;4;5;2;13;3;1;0
7858;3;6;3;5;3;1;2;13;4;9;0
7859;4;4;1;2;4;10;1;10;3;2;2
7860;1;7;3;9;2;10;4;11;3;12;0
7861;2;2;3;11;3;1;3;2;4;9;1
7862;3;6;4;11;3;10;1;9;1;3;0
7863;3;13;2;5;2;1;4;5;4;12;1
7864;4;13;1;11;2;2;4;1;3;2;1
7865;3;2;1;4;4;4;3;12;2;10;1
7866;1;8;1;12;3;13;4;4;3;2;0
7867;2;6;4;6;4;8;3;9;4;2;1
7868;3;4;1;7;3;13;1;8;3;11;0
7869;1;12;1;5;2;12;2;2;1;13;1
7870;2;4;4;6;4;11;3;4;1;12;1
7871;2;5;1;4;2;4;2;13;2;3;1
7872;2;8;2;13;1;4;2;12;2;2;0
7873;1;9;4;11;1;7;1;12;4;7;1
7874;2;2;4;6;4;8;1;8;3;12;1
7875;4;11;4;6;2;6;4;7;2;7;2
7876;4;2;3;1;2;5;2;9;4;5;1
7877;2;8;2;4;2;2;3;8;4;2;2
7878;3;13;3;3;3;4;4;1;1;5;0
7879;1;8;2;9;1;6;4;3;1;5;0
7880;3;3;1;9;1;11;3;12;3;2;0
7881;1;4;3;1;1;5;3;4;4;7;1
7882;1;4;1;3;3;7;2;3;4;4;2
7883;2;6;3;13;3;1;1;8;4;4;0
7884;4;4;2;1;4;12;3;4;2;9;1
7885;4;13;1;12;2;10;4;6;3;2;0
7886;3;6;4;5;2;7;3;3;1;3;1
7887;3;11;3;9;3;3;2;1;4;8;0
7888;3;12;4;12;1;4;2;1;3;7;1
7889;1;9;4;10;1;10;2;12;4;5;1
7890;2;6;2;8;2;11;4;1;3;9;0
7891;1;10;4;3;4;12;2;8;3;13;0
7892;3;6;4;6;2;5;3;12;4;4;1
7893;4;12;2;8;2;12;3;10;4;4;1
7894;4;1;3;6;1;4;4;12;2;4;1
7895;1;5;4;5;2;7;2;6;1;8;1
7896;2;12;2;2;2;9;4;3;2;7;0
7897;3;8;3;10;4;11;1;7;2;11;1
7898;2;12;4;6;3;13;1;4;2;9;0
7899;4;11;3;6;2;6;3;11;4;12;2
7900;1;3;3;3;1;5;1;13;4;8;1
7901;1;8;1;6;4;7;2;9;3;8;1
7902;1;10;2;3;4;6;4;2;3;11;0
7903;1;5;4;2;4;11;2;4;2;2;1
7904;3;6;2;6;1;11;3;12;3;1;1
7905;3;8;3;3;2;8;1;11;3;11;2
7906;2;2;2;6;2;12;1;1;3;10;0
7907;2;12;1;8;4;8;3;7;2;2;1
7908;3;9;1;11;4;7;2;10;2;6;0
7909;2;6;3;5;3;7;4;6;1;10;1
7910;2;2;2;3;4;13;3;1;1;12;0
7911;3;5;2;5;3;7;4;11;4;6;1
7912;3;9;4;10;2;7;1;5;3;12;0
7913;4;12;2;11;4;9;2;10;3;4;0
7914;4;13;1;12;1;6;4;7;2;3;0
7915;1;13;2;9;4;12;1;10;4;11;4
7916;4;13;2;8;3;9;4;9;3;12;1
7917;4;1;1;7;1;4;4;2;3;1;1
7918;1;9;4;3;3;13;1;7;2;1;0
7919;4;12;4;4;3;13;3;12;4;7;1
7920;1;7;3;5;1;13;4;9;2;8;0
7921;4;13;3;12;1;4;1;3;3;10;0
7922;3;11;1;4;4;2;1;10;1;1;0
7923;4;9;4;13;1;4;2;6;4;12;0
7924;3;1;2;11;1;10;3;2;4;6;0
7925;2;5;4;6;1;1;4;9;1;13;0
7926;2;2;2;11;1;3;2;8;1;13;0
7927;4;3;2;2;2;7;4;8;1;5;0
7928;1;2;3;7;1;7;1;5;4;9;1
7929;3;7;1;11;3;13;2;11;2;9;1
7930;2;3;3;1;2;12;1;4;2;11;0
7931;1;2;1;1;3;10;1;13;3;4;0
7932;1;13;4;1;1;9;3;2;4;7;0
7933;2;11;4;6;3;9;3;13;2;8;0
7934;4;7;2;2;3;12;4;4;2;6;0
7935;2;12;1;13;2;7;3;6;3;11;0
7936;3;5;4;2;1;12;4;12;3;9;1
7937;2;12;3;12;1;13;4;11;1;11;2
7938;1;13;1;9;2;4;1;12;4;9;1
7939;4;2;4;1;2;1;4;5;3;4;1
7940;4;9;1;2;1;10;2;7;1;11;0
7941;2;11;2;2;4;12;4;5;3;6;0
7942;4;7;4;1;2;11;1;8;2;5;0
7943;1;5;2;5;2;7;1;12;4;2;1
7944;1;1;1;10;3;11;4;1;3;8;1
7945;1;5;2;13;3;8;3;13;2;8;2
7946;4;3;4;6;1;3;3;9;3;10;1
7947;4;6;1;5;3;10;3;5;3;6;2
7948;4;6;1;2;1;12;4;8;4;3;0
7949;3;6;3;13;4;6;3;11;4;10;1
7950;3;3;1;1;2;1;3;10;2;2;1
7951;2;12;1;6;2;4;1;10;2;7;0
7952;2;1;2;9;2;3;1;5;3;5;1
7953;2;4;4;2;1;4;4;1;3;11;1
7954;1;1;3;11;3;8;4;7;1;9;0
7955;3;8;1;2;1;13;2;8;2;13;2
7956;2;9;4;11;3;12;1;8;2;5;0
7957;4;11;3;3;4;1;3;1;2;6;1
7958;4;2;4;9;3;4;4;6;3;13;0
7959;1;10;1;2;2;13;1;8;1;6;0
7960;2;1;4;1;1;2;4;5;3;9;1
7961;4;8;3;7;2;8;1;7;1;8;6
7962;1;12;3;1;1;3;3;11;1;11;1
7963;1;9;3;6;2;3;1;5;2;8;0
7964;1;2;2;8;2;11;1;8;3;7;1
7965;2;10;3;6;2;3;1;10;1;9;1
7966;4;7;3;13;1;11;1;6;1;7;1
7967;4;5;3;7;2;8;1;2;2;9;0
7968;4;6;2;11;1;3;4;1;2;9;0
7969;4;11;4;2;4;4;1;1;4;8;0
7970;2;2;2;1;4;4;4;5;3;9;0
7971;3;5;4;4;4;1;1;3;4;9;0
7972;4;12;1;1;3;3;3;12;4;10;1
7973;1;3;3;9;4;8;2;3;1;13;1
7974;1;4;3;5;3;2;2;8;3;7;0
7975;2;5;3;2;1;3;3;13;3;9;0
7976;1;13;1;9;2;11;4;2;2;3;0
7977;4;4;2;13;3;6;2;7;3;3;0
7978;2;2;3;13;2;7;1;3;1;6;0
7979;2;9;2;11;4;8;4;10;2;8;1
7980;3;8;4;1;4;11;3;9;1;10;0
7981;1;8;2;13;3;6;2;12;4;8;1
7982;3;9;4;12;3;4;2;6;4;2;0
7983;2;10;4;12;1;1;2;1;2;6;1
7984;1;12;3;1;2;8;4;2;3;8;1
7985;4;12;4;6;1;3;2;5;4;13;0
7986;1;5;1;8;4;2;4;5;1;13;1
7987;1;12;3;1;4;10;1;11;1;9;0
7988;3;4;4;6;3;8;4;5;1;1;0
7989;4;9;2;11;1;7;3;4;3;1;0
7990;3;13;3;11;4;3;2;6;2;3;1
7991;2;5;1;5;4;8;3;7;3;5;3
7992;4;8;4;1;1;12;1;1;4;13;1
7993;4;9;4;7;3;1;4;1;1;2;1
7994;2;2;1;3;1;12;4;7;1;9;0
7995;1;11;1;7;1;13;3;3;4;12;0
7996;4;10;1;4;1;8;2;10;1;13;1
7997;4;13;1;1;1;2;2;3;3;4;0
7998;3;1;4;6;1;4;3;6;2;6;3
7999;2;6;3;12;4;10;2;4;3;10;1
8000;1;2;4;2;4;13;2;9;1;4;1
8001;2;8;1;1;3;10;1;12;3;9;0
8002;4;8;2;6;1;5;4;6;1;1;1
8003;4;10;2;6;1;6;1;13;3;8;1
8004;4;7;1;8;1;6;2;5;2;12;0
8005;4;12;2;7;3;10;3;1;2;5;0
8006;2;5;3;4;4;6;2;11;3;6;1
8007;4;3;4;2;2;10;3;1;3;9;0
8008;1;9;4;1;2;10;1;2;1;12;0
8009;3;9;2;7;3;1;3;10;3;7;1
8010;3;11;2;7;3;10;2;11;2;6;1
8011;2;7;2;4;2;6;1;4;4;7;2
8012;1;9;2;2;1;6;4;4;3;6;1
8013;2;12;1;13;4;10;2;7;3;3;0
8014;2;5;2;13;3;7;4;12;4;7;1
8015;4;10;3;3;3;12;3;7;1;11;0
8016;1;13;2;10;1;1;3;8;4;1;1
8017;4;1;3;11;1;6;3;4;2;1;1
8018;1;9;4;12;3;4;1;10;2;2;0
8019;4;6;1;8;1;11;1;2;4;9;0
8020;4;6;3;10;3;2;1;4;4;1;0
8021;4;7;4;10;2;3;3;8;4;8;1
8022;3;6;4;6;4;8;2;6;3;10;3
8023;1;6;1;8;4;8;4;7;2;10;1
8024;4;3;1;11;2;1;2;12;3;13;0
8025;1;8;4;2;4;10;1;10;1;4;1
8026;4;9;1;4;2;10;3;3;3;9;1
8027;1;12;3;2;4;13;1;8;3;12;1
8028;1;9;3;2;2;13;1;2;1;3;1
8029;2;12;1;9;4;3;1;11;1;10;0
8030;1;5;1;1;1;12;4;4;4;8;0
8031;4;11;4;9;4;1;1;6;1;1;1
8032;4;9;3;2;3;12;1;2;2;13;1
8033;1;11;3;4;3;1;2;11;4;9;1
8034;1;1;4;13;4;4;2;10;4;8;0
8035;1;8;4;2;3;7;3;13;4;11;0
8036;2;7;3;3;4;9;2;1;3;8;0
8037;3;9;2;12;2;9;3;2;2;1;1
8038;1;4;4;7;2;3;1;6;2;6;1
8039;3;12;3;6;2;2;3;1;2;1;1
8040;4;1;2;1;4;7;1;11;3;7;2
8041;1;5;4;8;2;6;4;6;4;9;1
8042;3;10;1;7;2;2;2;7;2;9;1
8043;3;1;3;11;2;7;2;6;1;8;0
8044;4;13;2;1;4;6;1;5;4;5;1
8045;2;1;2;6;2;3;2;13;1;1;1
8046;2;2;3;9;2;3;3;13;1;3;1
8047;4;1;3;8;2;8;4;7;3;4;1
8048;3;10;2;3;1;6;1;9;3;9;1
8049;3;5;4;9;3;11;3;1;3;9;1
8050;4;4;3;7;1;3;4;12;1;10;0
8051;4;13;4;7;3;5;2;6;1;11;0
8052;4;5;1;5;4;11;3;2;3;5;3
8053;4;11;3;12;2;2;1;8;4;5;0
8054;3;10;3;6;2;3;4;9;1;4;0
8055;1;7;2;13;3;13;2;2;3;9;1
8056;1;2;1;13;4;11;3;9;3;2;1
8057;1;5;1;1;3;11;2;1;3;10;1
8058;4;11;2;2;4;2;3;11;1;2;6
8059;3;8;4;5;3;9;1;1;4;2;0
8060;3;3;2;9;3;6;4;10;2;11;0
8061;4;3;3;2;2;10;4;2;4;1;1
8062;3;13;4;12;3;7;3;12;4;5;1
8063;2;5;2;11;4;10;4;4;1;6;0
8064;2;12;1;7;2;11;3;1;2;10;0
8065;3;13;2;12;2;9;4;6;3;7;0
8066;4;9;2;9;2;10;3;10;1;12;2
8067;4;3;3;1;1;7;2;6;4;4;0
8068;4;5;2;1;4;10;4;12;3;5;1
8069;1;1;2;11;1;3;4;9;2;3;1
8070;3;1;4;9;4;2;3;4;1;10;0
8071;1;7;1;10;2;10;3;6;1;9;1
8072;1;7;3;7;2;6;4;1;3;1;2
8073;3;8;3;10;2;4;2;13;1;4;1
8074;2;2;1;6;1;1;2;3;4;7;0
8075;4;5;3;9;4;4;3;4;2;5;2
8076;2;1;2;13;2;2;3;6;1;2;1
8077;3;12;2;8;4;5;2;6;3;4;0
8078;1;7;4;5;4;3;2;9;1;8;0
8079;3;1;3;10;4;11;2;6;2;5;0
8080;1;5;4;2;1;1;3;7;4;7;1
8081;2;7;4;12;2;13;2;5;1;2;0
8082;1;7;2;3;4;11;2;7;4;3;2
8083;2;5;3;13;1;12;1;11;2;13;1
8084;3;13;3;6;1;12;2;4;3;11;0
8085;4;8;4;13;4;3;4;11;3;8;1
8086;1;12;3;4;3;8;2;12;1;5;1
8087;4;5;1;6;3;13;1;8;3;6;1
8088;4;2;2;10;3;9;1;1;3;5;0
8089;2;5;1;11;1;13;1;3;4;9;0
8090;3;8;1;10;1;1;2;10;2;12;1
8091;1;9;2;3;4;8;3;4;1;1;0
8092;3;6;3;3;2;11;2;2;1;6;1
8093;2;12;1;2;3;6;3;5;1;4;0
8094;3;5;3;12;3;13;4;11;4;4;0
8095;1;1;4;12;2;4;4;8;1;4;1
8096;4;4;2;11;3;7;2;7;1;7;3
8097;2;10;3;13;4;2;3;7;2;4;0
8098;2;7;3;13;4;9;3;11;4;3;0
8099;4;2;1;12;4;13;1;11;4;8;0
8100;2;4;2;11;1;1;1;4;3;9;1
8101;3;1;1;5;1;6;1;1;4;2;1
8102;4;5;2;8;3;2;3;12;1;2;1
