S1;C1;S2;C2;S3;C3;S4;C4;S5;C5;Label
1~2;7~13;3~4;1~6;3~4;8~13;1~2;1~6;1;1~13;1
1~2;7~13;3~4;1~6;3~4;8~13;1~2;1~6;1;1~13;2
1~2;7~13;3~4;1~6;3~4;8~13;1~2;1~6;1;1~13;2
1~2;7~13;3~4;1~6;3~4;8~13;1~2;1~6;1;1~13;2
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;1
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;1
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;1
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;1
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;1
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;1
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;1
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;1
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;1
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;1
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;1
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;1
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;1
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;2
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;2
1~2;7~13;3~4;1~6;3~4;8~13;1~2;7~13;1;1~13;3
1~2;7~13;3~4;1~6;3~4;8~13;3~4;1~6;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;3~4;1~6;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;3~4;1~6;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;3~4;1~6;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;3~4;1~6;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;3~4;1~6;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;3~4;1~6;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;3~4;1~6;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;3~4;1~6;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;3~4;1~6;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;3~4;1~6;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;3~4;1~6;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;3~4;1~6;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;3~4;1~6;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;3~4;1~6;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;3~4;1~6;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;3~4;1~6;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;3~4;1~6;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;3~4;1~6;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;3~4;1~6;1;1~13;0
1~2;7~13;3~4;1~6;3~4;8~13;3~4;1~6;1;1~13;1
1~2;7~13;3~4;1~6;3~4;8~13;3~4;1~6;1;1~13;1
1~2;7~13;3~4;1~6;3~4;8~13;3~4;1~6;1;1~13;1
1~2;7~13;3~4;1~6;3~4;8~13;3~4;1~6;1;1~13;1
1~2;7~13;3~4;1~6;3~4;8~13;3~4;1~6;1;1~13;1
1~2;7~13;3~4;1~6;3~4;8~13;3~4;1~6;1;1~13;3
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;1
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;1
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;1
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;1
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;1
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;1
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;1
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;1
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;1
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;1
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;1
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;1
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;1
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;1
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;1
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;1
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;1
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;1
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;2
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;2
1~2;7~13;3~4;7~13;1;1~5;2~4;1~7;1~2;1~13;2
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;1~5;2~4;8~13;1~2;1~13;3
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;1~5;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;1~5;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;1~5;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;1~5;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;1~5;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;1~5;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;1~5;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;1~5;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;1~5;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;1~5;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;1~5;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;1~5;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;1~5;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;1~5;1
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;1~5;1
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;1~5;1
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;1~5;1
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;1~5;1
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;1~5;1
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;1~5;1
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;1~5;1
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;1~5;2
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;1~5;2
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;1~5;2
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;1~5;2
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;1~5;3
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;1~5;3
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;1
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;1
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;1
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;1
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;1
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;1
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;1
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;1
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;1
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;1
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;1
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;1
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;1
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;1
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;1
1~2;7~13;3~4;7~13;1;6~13;1~2;1~7;1~4;6~13;2
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;2
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;2
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;4
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;1~2;1~13;4
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;0
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;0
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;0
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;0
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;0
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;0
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;0
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;0
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;0
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;0
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;1
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;2
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;2
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;4
1~2;7~13;3~4;7~13;1;6~13;1~2;8~13;3~4;1~12;6
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;0
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;1
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;2
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;2
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;2
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;2
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;2
1~2;7~13;3~4;7~13;1;6~13;3~4;7~13;1~2;1~13;3
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;1~2;1~13;0
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;1~2;1~13;0
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;1~2;1~13;0
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;1~2;1~13;0
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;1~2;1~13;0
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;1~2;1~13;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;1~2;1~13;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;1~2;1~13;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;1~2;1~13;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;1~2;1~13;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;1~2;1~13;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;1~2;1~13;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;1~2;1~13;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;1~2;1~13;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;1~2;1~13;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;1~2;1~13;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;1~2;1~13;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;1~2;1~13;2
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;1~2;1~13;3
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;1~2;1~13;3
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;1~2;1~13;4
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;0
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;0
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;0
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;0
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;1
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;2
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;3
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;3
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;3
3~4;1~6;1;1~6;1~2;1~6;2~4;1~6;3~4;1~11;6
3~4;1~6;1;1~6;1~2;1~6;2~4;7~13;1~4;1~5;0
3~4;1~6;1;1~6;1~2;1~6;2~4;7~13;1~4;1~5;0
3~4;1~6;1;1~6;1~2;1~6;2~4;7~13;1~4;1~5;0
3~4;1~6;1;1~6;1~2;1~6;2~4;7~13;1~4;1~5;0
3~4;1~6;1;1~6;1~2;1~6;2~4;7~13;1~4;1~5;0
3~4;1~6;1;1~6;1~2;1~6;2~4;7~13;1~4;1~5;0
3~4;1~6;1;1~6;1~2;1~6;2~4;7~13;1~4;1~5;0
3~4;1~6;1;1~6;1~2;1~6;2~4;7~13;1~4;1~5;0
3~4;1~6;1;1~6;1~2;1~6;2~4;7~13;1~4;1~5;0
3~4;1~6;1;1~6;1~2;1~6;2~4;7~13;1~4;1~5;0
3~4;1~6;1;1~6;1~2;1~6;2~4;7~13;1~4;1~5;1
3~4;1~6;1;1~6;1~2;1~6;2~4;7~13;1~4;1~5;1
